,pincode,user_count
9851,532402,29
3135,263631,29
588,143422,29
15864,733158,29
12050,612801,29
12051,612802,29
13379,639109,29
13043,632514,29
5572,396380,29
9472,522237,29
10237,560071,29
14484,686563,29
13784,673528,29
13386,639116,29
12145,614702,29
18343,803206,29
9479,522264,29
18309,802221,29
14760,690547,29
14778,691010,29
15923,734315,29
397,140102,29
12120,614401,29
14281,682502,29
17256,770023,29
17325,781120,29
17337,781134,29
14963,695561,29
14922,695144,29
14251,682028,29
2878,248179,29
9107,516270,29
12151,614708,29
12152,614710,29
3165,263679,29
13617,670325,29
13117,635807,29
5260,388610,29
9348,521104,29
2869,248143,29
19036,842005,29
12358,623514,29
181,124142,29
10669,574203,29
6692,423202,29
14344,683578,29
2683,244923,29
5745,401503,29
10633,574107,29
1306,176323,29
1286,176301,29
4411,335065,29
6089,413224,29
3071,262554,29
14232,682007,29
10689,574230,29
7980,486002,29
13274,637410,29
9163,517152,29
10595,573126,29
14155,680583,29
12325,622404,29
1560,193403,30
17602,785004,30
17625,785609,30
12323,622402,30
12317,622209,30
14233,682008,30
10630,574104,30
18804,829143,30
1299,176315,30
6093,413229,30
3062,262543,30
17246,770013,30
17218,768225,30
14856,691578,30
14241,682018,30
3068,262551,30
12456,625004,30
10673,574213,30
10675,574216,30
18798,829128,30
6971,440006,30
9436,521369,30
9461,522113,30
16478,752121,30
11690,603309,30
6499,416408,30
13619,670331,30
16391,751020,30
6498,416407,30
3163,263676,30
10636,574110,30
6466,416220,30
13611,670304,30
12509,625523,30
14305,683110,30
5122,384421,30
9695,524311,30
8689,505490,30
2876,248165,30
10750,576103,30
12676,627652,30
17334,781129,30
401,140110,30
1426,182142,30
14070,680005,30
12109,614204,30
14278,682315,30
9907,533218,30
14311,683512,30
393,136136,30
18721,827014,30
18652,824219,30
12797,628809,30
9854,532405,30
2524,232339,30
9702,524318,30
14434,686121,30
10948,577550,30
14465,686533,30
3850,306704,30
679,144214,30
680,144216,30
9895,533124,30
12890,630107,30
10122,535126,30
1071,174026,30
12176,614905,30
14517,686631,30
4592,360030,30
5981,412103,30
12403,624103,30
15036,700041,30
5208,388170,30
13600,670103,30
2864,248124,30
7036,441228,30
985,172022,30
4586,360020,30
11892,607807,30
11926,609111,30
14565,688523,30
16076,741151,30
10711,574279,30
11928,609113,30
3537,283141,30
13757,673311,30
16716,756162,30
16116,741301,30
6209,414101,30
13754,673308,30
14750,690533,30
14058,679581,30
6032,412802,30
14277,682314,30
1128,175018,30
14437,686141,30
12706,627818,30
10383,570021,30
4383,334403,30
17303,781023,30
6192,413721,30
6193,413722,30
1169,175126,30
1173,175131,30
10966,580004,30
1912,209869,30
1387,180013,30
13914,678534,30
1182,175141,30
5790,402305,30
1743,205303,30
14306,683112,30
12442,624704,30
6111,413314,30
13955,678642,30
17204,768204,30
3931,312401,30
10921,577523,30
13894,678012,30
1861,209501,30
10886,577422,30
12070,613103,30
13979,679102,30
10835,577145,30
13948,678622,30
5907,410406,30
11310,585415,30
12856,629402,30
6282,415207,30
4240,331025,30
12864,629703,30
5980,412102,30
12847,629203,30
7229,444902,30
9939,533263,30
4808,364740,30
721,144515,30
943,171009,30
4657,361220,30
5838,403513,30
765,144819,30
4734,363110,30
10039,534216,30
7362,454774,30
910,160003,30
13702,671348,30
10091,534416,30
3651,302011,30
4690,362222,30
5898,410220,30
4744,363425,30
8154,493776,30
10682,574223,30
10665,574198,30
17535,784104,30
16556,754162,30
11458,591223,30
5739,401402,30
13502,642103,30
12935,630609,30
12714,627858,30
13125,635815,30
12564,626116,30
14870,695004,30
3046,262521,30
4395,335021,30
5015,382755,30
12068,613101,30
6923,431606,30
6945,431722,30
5109,384310,30
9648,523371,30
13516,642122,30
13517,642123,30
17088,766016,30
10823,577130,30
15766,731202,30
15777,731223,30
15829,732214,30
5039,383210,30
5070,383421,30
10767,576210,30
13960,678682,30
14358,685511,30
9547,522659,30
17693,786008,30
1506,191102,30
5031,382865,30
5188,387540,30
899,152115,30
4766,364005,30
17985,795112,30
15420,713368,30
1293,176309,30
17143,767046,30
12280,621706,30
6253,415013,30
9129,516411,30
9074,516110,30
2613,243407,30
5603,396590,30
5454,394250,30
5440,394163,30
13267,637403,30
5418,393125,30
6670,422602,30
9145,516505,30
19074,843153,30
12150,614707,30
13354,638672,30
13252,637208,30
12340,623115,31
12294,621722,31
14223,680734,31
13245,637201,31
14219,680724,31
19141,845102,31
12311,622103,31
10626,573225,31
14224,680741,31
5390,392130,31
18764,828304,31
14990,695609,31
6890,431502,31
14989,695608,31
14196,680668,31
7441,458468,31
13657,670646,31
835,148103,31
4775,364135,31
5629,400027,31
13636,670591,31
18009,795140,31
18013,795144,31
13680,670721,31
10081,534330,31
13628,670521,31
9958,533307,31
5823,403406,31
16369,744301,31
6645,422205,31
17404,781377,31
17382,781348,31
14055,679578,31
17432,782141,31
17381,781347,31
1446,182320,31
8113,492011,31
12614,627101,31
1644,202143,31
17703,786147,31
10683,574224,31
6216,414201,31
14094,680125,31
9558,523110,31
9599,523245,31
413,140125,31
12940,630710,31
13488,641669,31
13123,635813,31
12237,621133,31
14360,685514,31
14079,680014,31
14331,683550,31
1413,181207,31
1396,181121,31
13024,632326,31
12981,631606,31
10019,534156,31
4743,363423,31
4693,362227,31
4694,362229,31
8415,500100,31
16598,754290,31
16600,754293,31
14532,686667,31
14544,688001,31
14582,688540,31
4660,361250,31
16589,754244,31
16634,755049,31
941,171007,31
13761,673315,31
11159,583211,31
16644,756022,31
10097,534437,31
7235,444908,31
14894,695028,31
12924,630554,31
14878,695012,31
9676,524225,31
17259,770032,31
18739,828120,31
15103,700108,31
15252,712245,31
13325,638313,31
9368,521139,31
9439,521402,31
12911,630312,31
14944,695504,31
2726,246162,31
12915,630405,31
15517,721172,31
15513,721168,31
7091,442306,31
14703,689694,31
14664,689621,31
9929,533250,31
9941,533274,31
18024,796008,31
16165,742164,31
11944,609306,31
11969,609608,31
12584,626137,31
7613,466125,31
5995,412204,31
13739,673103,31
6006,412215,31
11082,581358,31
11075,581351,31
16786,757102,31
14725,690508,31
12889,630106,31
2434,230130,31
6539,416526,31
11973,609703,31
7220,444804,31
1073,174028,31
12365,623521,31
12410,624211,31
13588,670006,31
13539,643004,31
9865,532429,31
15924,734316,31
618,143603,31
9951,533293,31
14809,691503,31
14764,690561,31
14816,691510,31
15736,723157,31
1276,176210,31
1252,176103,31
13928,678571,31
1261,176122,31
17232,769009,31
17208,768214,31
10430,571214,31
6085,413220,31
7893,482007,31
7042,441306,31
8728,506144,31
9638,523334,31
9857,532408,31
3129,263624,31
8645,505214,31
18141,799116,31
10971,580009,31
13909,678510,31
1873,209652,31
16994,762027,31
10894,577430,31
10885,577421,31
10231,560065,31
13951,678631,31
1189,176025,31
15674,722156,31
5024,382830,31
4992,382463,31
7102,442505,31
9861,532425,31
4894,370665,31
9915,533233,31
9359,521126,31
18690,825329,31
3107,263138,31
15015,700020,31
13768,673503,31
13783,673527,31
9355,521111,31
3772,305201,31
13766,673501,31
11027,581211,31
9501,522325,31
9502,522329,31
8826,507202,31
351,134112,31
6712,423605,31
13409,641012,31
12049,612703,31
15856,733149,31
12041,612601,31
12095,614013,31
6553,416606,31
12777,628622,31
12785,628712,31
12790,628721,31
16923,761042,31
14442,686502,31
3806,305819,31
1112,175002,31
4569,345022,31
13797,673580,31
6035,412805,31
1113,175003,31
3852,306706,31
14449,686509,31
14452,686512,31
17859,790101,31
4516,342604,31
14162,680590,31
15106,700111,31
10588,573119,31
12628,627115,31
5396,392170,31
5453,394248,31
9082,516151,31
13235,637018,31
18597,822117,31
18046,796320,31
2857,248009,31
6481,416306,31
6485,416310,31
11644,602003,31
16471,752113,31
13609,670302,31
5181,387375,31
14984,695603,31
17676,785696,31
17680,785700,31
10637,574111,31
14168,680604,31
5329,391105,31
5471,394360,31
5504,394690,31
10610,573162,31
19326,851119,31
14994,695614,31
14191,680663,32
14192,680664,32
19066,843132,32
10605,573137,32
14955,695525,32
18246,801507,32
18842,832106,32
18786,829113,32
9361,521131,32
5533,396045,32
14205,680686,32
10498,571457,32
14174,680616,32
17726,786190,32
10506,571603,32
14133,680542,32
13435,641038,32
13430,641033,32
15423,713371,32
14126,680519,32
2240,225124,32
16426,752038,32
16411,752018,32
5238,388365,32
18586,821311,32
18038,796161,32
2867,248141,32
6478,416303,32
9188,517351,32
9127,516396,32
18905,835218,32
13242,637104,32
2774,246473,32
12629,627116,32
6243,414607,32
6263,415103,32
1154,175049,32
13902,678502,32
14840,691551,32
15863,733157,32
3810,305923,32
16939,761110,32
16941,761114,32
10931,577533,32
11067,581343,32
13853,676309,32
1141,175033,32
3794,305625,32
16921,761037,32
16924,761043,32
11072,581348,32
12043,612603,32
7119,442904,32
15904,734209,32
12796,628802,32
16860,759107,32
3760,305002,32
14483,686562,32
12795,628801,32
9878,532462,32
13946,678613,32
12741,628206,32
12074,613202,32
6584,416810,32
10872,577245,32
10285,561205,32
12433,624617,32
6761,425108,32
10922,577524,32
16964,761201,32
12876,629901,32
5781,402202,32
5774,402116,32
12191,620014,32
9747,530022,32
13967,678701,32
14351,683594,32
7071,441913,32
14392,685605,32
6349,415538,32
17237,769014,32
13965,678687,32
10880,577415,32
10822,577129,32
10754,576107,32
4428,335705,32
15748,723214,32
505,142027,32
565,143201,32
567,143203,32
5004,382710,32
4975,382422,32
15750,723216,32
15735,723156,32
9829,532211,32
9890,533103,32
12177,614906,32
12376,623532,32
7184,444407,32
7211,444711,32
16774,757081,32
1027,173030,32
1034,173206,32
12392,623706,32
11978,609804,32
11984,609811,32
16035,736205,32
9906,533217,32
677,144212,32
5796,402402,32
5800,403002,32
14473,686541,32
2042,221009,32
14732,690515,32
16056,737133,32
12010,611104,32
13750,673304,32
11116,582202,32
11077,581353,32
957,171206,32
2010,212623,32
12583,626136,32
4626,360560,32
11954,609402,32
5096,384230,32
15506,721158,32
5108,384305,32
6594,421103,32
10765,576124,32
10769,576212,32
17278,770073,32
2924,249304,32
6159,413534,32
12171,614810,32
18148,799142,32
13522,642128,32
490,141416,32
18173,799254,32
752,144630,32
16092,741167,32
4818,365450,32
4862,370405,32
4687,362205,32
4688,362215,32
16601,754294,32
11421,591113,32
11486,591287,32
14564,688522,32
16486,753009,32
8369,500051,32
17911,793007,32
12645,627356,32
12131,614617,32
9474,522257,32
2743,246275,32
6646,422206,32
10749,576102,32
10729,575008,32
10739,575019,32
17333,781128,32
12241,621205,32
12224,621106,32
1367,177210,32
6329,415512,32
10761,576117,32
14307,683501,32
6324,415507,32
17254,770021,32
14927,695303,32
5746,401504,32
2893,249130,32
13314,638116,32
14142,680561,32
14143,680562,32
443,141006,32
9594,523227,32
14268,682305,32
14270,682307,32
6266,415106,32
14099,680305,32
10437,571232,32
17789,788108,32
14249,682026,32
17372,781335,32
17392,781365,32
17409,782001,32
14300,683102,32
16202,742231,32
11900,608304,32
16234,743134,32
11786,605756,32
11729,604404,32
7365,455111,32
13724,673012,32
13668,670675,32
16494,754003,32
13728,673017,32
13063,635106,32
13348,638505,32
13645,670612,32
13673,670694,32
4797,364490,32
13648,670622,32
18489,813228,32
5239,388370,32
10574,572225,32
14207,680688,32
15222,712121,32
17595,784524,32
5358,391340,32
15102,700107,32
4121,322703,32
14211,680699,32
14215,680711,32
3032,262302,32
9133,516433,32
12343,623308,32
15087,700092,33
59,110060,33
15178,711205,33
5468,394350,33
5416,393115,33
5421,393140,33
14199,680671,33
17612,785101,33
124,122015,33
17608,785010,33
38,110038,33
9165,517172,33
19071,843144,33
12474,625102,33
13000,632101,33
12160,614723,33
7013,441112,33
9481,522268,33
15453,713430,33
12107,614202,33
2764,246443,33
14962,695551,33
18192,799285,33
12908,630307,33
14883,695017,33
15501,721153,33
15509,721161,33
12926,630556,33
462,141110,33
472,141121,33
14906,695101,33
5061,383320,33
12919,630501,33
9683,524239,33
13513,642114,33
500,142022,33
15684,722168,33
12087,613601,33
9759,530045,33
517,142039,33
15826,732211,33
14797,691310,33
12044,612604,33
6952,431745,33
6723,424102,33
15345,713153,33
362,134205,33
13054,632603,33
13385,639115,33
12038,612502,33
15937,734436,33
12062,613005,33
12096,614014,33
12034,612303,33
9844,532284,33
7164,444111,33
9892,533105,33
9912,533228,33
9884,533004,33
636,144020,33
640,144024,33
9858,532409,33
16054,737131,33
7197,444603,33
11971,609701,33
685,144301,33
6519,416506,33
6525,416512,33
767,145022,33
746,144623,33
6509,416418,33
14705,689696,33
11962,609601,33
790,146111,33
11922,609107,33
16361,744202,33
16283,743345,33
16398,751029,33
5548,396145,33
13353,638661,33
9492,522311,33
18466,813127,33
274,127312,33
6488,416313,33
10022,534176,33
16442,752069,33
11699,603403,33
5856,403706,33
10042,534222,33
13725,673014,33
13669,670676,33
13674,670701,33
10080,534329,33
13679,670706,33
13727,673016,33
14568,688526,33
3621,301407,33
8364,500046,33
10094,534427,33
10021,534166,33
5921,410515,33
12862,629701,33
17919,793016,33
2039,221006,33
13733,673027,33
10140,535260,33
5988,412110,33
6000,412209,33
11118,582204,33
16801,758020,33
4594,360040,33
15313,712705,33
12396,623712,33
15026,700031,33
18651,824218,33
7628,470111,33
11030,581301,33
3774,305203,33
13809,673603,33
1084,174103,33
10983,580032,33
6436,416113,33
1151,175046,33
16991,762023,33
1162,175105,33
1152,175047,33
17870,791101,33
12798,628851,33
12799,628901,33
7803,477566,33
10261,560095,33
17075,765024,33
1192,176028,33
10833,577140,33
17094,766026,33
17096,766028,33
14423,686019,33
13929,678572,33
1266,176200,33
13936,678592,33
13968,678702,33
17213,768219,33
6116,413324,33
6357,415606,33
1336,177041,33
9375,521157,33
13305,638105,33
223,125101,33
12245,621209,33
6189,413718,33
14044,679561,33
1398,181123,33
1372,177220,33
6187,413716,33
6306,415404,33
6307,415405,33
10745,575028,33
14077,680012,33
17802,788121,33
12674,627604,33
12656,627418,33
14242,682019,33
6199,413737,33
4282,332042,33
10466,571417,33
17533,784102,33
17504,783354,33
6292,415304,33
17736,786621,33
14107,680317,33
17748,787033,33
14093,680123,33
14096,680302,33
1478,185156,33
14122,680515,33
18788,829116,33
9251,518006,33
9268,518196,33
9325,518573,33
9333,520002,33
15047,700052,33
14159,680587,33
19129,844139,33
9152,517113,33
9070,516104,33
9196,517414,33
5363,391421,34
9117,516349,34
13238,637021,34
13243,637105,34
14718,690501,34
16406,752013,34
16392,751021,34
10468,571419,34
3804,305815,34
6415,416004,34
3776,305205,34
7474,460666,34
16505,754021,34
16497,754006,34
16521,754082,34
3757,304803,34
3763,305005,34
3749,304501,34
14752,690535,34
188,124406,34
10839,577175,34
10868,577231,34
17059,764081,34
1827,208024,34
10806,577112,34
16712,756137,34
11120,582206,34
6939,431716,34
11995,610109,34
16108,741250,34
1342,177101,34
18456,813112,34
16926,761052,34
12851,629301,34
13751,673305,34
1285,176225,34
7618,466448,34
10679,574220,34
8659,505401,34
3871,307042,34
664,144105,34
5243,388440,34
5237,388360,34
1091,174306,34
1072,174027,34
1029,173104,34
14863,691589,34
14893,695027,34
14928,695304,34
14313,683514,34
6314,415412,34
6302,415315,34
14347,683581,34
6370,415620,34
6777,425304,34
3074,262580,34
3057,262532,34
15088,700093,34
10074,534318,34
10064,534280,34
12866,629801,34
13553,643207,34
4960,382265,34
4936,382024,34
13589,670007,34
4886,370625,34
4852,370150,34
16218,742402,34
16236,743136,34
404,140113,34
18320,802315,34
9482,522301,34
8836,507304,34
17616,785106,34
12073,613201,34
7105,442604,34
1875,209720,34
17079,765033,34
1234,176083,34
1218,176058,34
530,142053,34
6280,415205,34
14243,682020,34
14285,682506,34
14326,683545,34
11698,603402,34
9738,530009,34
563,143119,34
10589,573120,34
10529,572114,34
14974,695582,34
14965,695563,34
15074,700079,34
15109,700114,34
15110,700115,34
15166,711108,34
901,152117,34
13883,678001,34
9591,523224,34
11243,585210,34
16731,757017,34
7230,444903,34
12918,630411,34
12240,621204,34
928,160059,34
4602,360330,34
4587,360021,34
13770,673505,34
13805,673595,34
12774,628619,34
12620,627107,34
12625,627112,34
14144,680563,34
14118,680511,34
14225,680751,34
15510,721165,34
7078,442102,34
7046,441502,34
5177,387355,34
13013,632209,34
13005,632106,34
959,171208,34
11847,606806,34
2301,226031,34
17656,785671,34
12387,623608,34
11919,609104,34
1908,209865,34
17435,782144,34
15298,712513,34
16043,737107,34
832,148100,34
13984,679121,34
13977,678762,34
4407,335061,34
6108,413308,34
6049,413105,34
6028,412410,34
6022,412403,34
4545,344024,34
13945,678612,34
12754,628251,34
15059,700064,34
9641,523346,34
253,127029,34
9404,521241,34
18735,828115,34
17521,783389,34
10974,580021,34
6951,431743,34
744,144621,34
6728,424107,34
12650,627412,34
2310,226501,34
14020,679502,34
8690,505497,34
452,141017,34
18187,799278,34
9617,523280,34
9620,523291,34
9966,533344,34
9955,533297,34
10013,534123,34
12966,631301,34
12910,630311,34
13499,642007,34
13489,641670,34
5081,384110,34
9424,521328,34
12729,628101,34
11309,585414,34
12416,624301,34
12412,624215,34
13254,637210,34
13144,636014,34
2586,242226,34
17883,791123,34
2478,231221,34
14541,686692,34
9873,532457,34
9859,532410,34
16474,752116,34
17709,786155,34
10497,571455,34
9847,532292,34
9837,532220,34
14804,691333,34
14869,695003,34
12599,626205,34
6869,431142,34
15216,711416,34
6895,431507,34
12316,622204,34
11009,581128,34
4779,364210,34
13653,670642,34
1191,176027,34
121,122009,34
5348,391175,34
9200,517418,34
13310,638110,34
9830,532212,34
5350,391220,35
5355,391310,35
14572,688530,35
13655,670644,35
5876,403726,35
13678,670705,35
9518,522435,35
7835,480881,35
10766,576201,35
9201,517419,35
11001,581116,35
16957,761140,35
16958,761141,35
4804,364530,35
5837,403512,35
10658,574154,35
12352,623501,35
12342,623135,35
16917,761030,35
9840,532242,35
14741,690524,35
14779,691011,35
8501,502303,35
9949,533291,35
11688,603307,35
9850,532401,35
17864,790106,35
1176,175134,35
7159,444106,35
634,144013,35
6492,416401,35
13342,638462,35
13178,636204,35
196,124513,35
192,124504,35
9425,521329,35
9460,522112,35
12768,628613,35
11402,590008,35
12950,631101,35
12956,631204,35
12939,630709,35
9430,521340,35
15410,713357,35
15443,713420,35
12106,614201,35
5104,384272,35
9954,533296,35
10609,573150,35
10601,573133,35
10652,574145,35
10656,574151,35
2308,226302,35
16308,743391,35
6968,440003,35
6962,431808,35
781,146102,35
6734,424203,35
12437,624621,35
18745,828127,35
16974,761215,35
17008,762112,35
8697,505514,35
15975,735222,35
1268,176202,35
10317,562128,35
13458,641113,35
13460,641201,35
13464,641305,35
6025,412406,35
12334,622503,35
13961,678683,35
18252,802113,35
409,140118,35
9557,523109,35
6055,413111,35
11979,609805,35
6077,413212,35
4445,341029,35
12386,623605,35
17436,782401,35
10718,574326,35
2911,249186,35
10130,535213,35
17856,790001,35
11737,604502,35
17657,785672,35
17074,765023,35
5190,387560,35
5163,387210,35
13007,632113,35
989,172026,35
14157,680585,35
12632,627120,35
14179,680623,35
7067,441909,35
9922,533240,35
6236,414505,35
4220,327608,35
14172,680614,35
4589,360023,35
13775,673513,35
13778,673522,35
13763,673317,35
12880,630003,35
12869,629804,35
5787,402302,35
10112,535001,35
17895,792105,35
10642,574116,35
18637,824130,35
5074,383440,35
5035,383030,35
410,140119,35
566,143202,35
16575,754218,35
14967,695568,35
8469,502228,35
9732,530002,35
9734,530004,35
10362,563161,35
953,171202,35
12104,614102,35
11442,591147,35
6359,415608,35
6364,415613,35
5202,388120,35
7897,482011,35
11901,608305,35
17611,785015,35
6942,431719,35
12201,620025,35
11957,609405,35
11940,609302,35
10067,534302,35
4946,382145,35
12357,623513,35
3056,262531,35
15104,700109,35
916,160015,35
3988,313342,35
6331,415514,35
14368,685553,35
2637,243723,35
14909,695104,35
14904,695042,35
15524,721252,35
15618,721644,35
2632,243640,35
1105,174401,35
1079,174034,35
9819,532005,35
580,143410,35
3811,305924,35
18077,797104,35
18061,796751,35
13738,673102,35
1296,176312,35
8810,507157,35
16857,759104,35
17583,784504,35
17598,784527,35
16880,759146,35
5916,410509,35
12855,629401,35
12841,629178,35
16122,741319,35
1361,177204,35
1324,177024,35
320,132122,35
293,131403,35
11097,581421,35
11074,581350,35
12246,621210,35
16114,741256,35
17180,768045,35
10796,576283,35
13114,635804,35
14394,685607,35
14397,685612,35
14412,686008,35
8637,505186,35
9040,515721,35
10843,577182,35
10881,577416,35
6514,416501,35
1448,184102,35
6477,416302,35
169,124022,35
14708,689711,35
13199,636454,35
65,110066,35
9160,517130,35
9156,517126,36
19128,844134,36
5379,391810,36
9182,517305,36
9265,518166,36
13190,636354,36
9261,518135,36
13280,637504,36
9158,517128,36
9024,515556,36
5414,393105,36
17205,768211,36
13151,636103,36
13692,671315,36
4729,363002,36
13300,638057,36
14542,686693,36
15171,711113,36
12301,621805,36
9526,522508,36
18385,805102,36
13717,673005,36
13719,673007,36
16770,757074,36
1303,176319,36
13752,673306,36
4647,361110,36
5954,411034,36
5976,411068,36
12845,629201,36
4682,362120,36
4672,361350,36
16889,760008,36
5167,387305,36
2740,246179,36
7065,441907,36
14125,680518,36
14114,680507,36
6251,415011,36
6238,414602,36
6221,414208,36
14097,680303,36
14052,679575,36
4279,332030,36
12510,625524,36
12486,625205,36
14964,695562,36
9931,533252,36
10342,563123,36
18486,813224,36
16785,757101,36
17626,785610,36
12292,621718,36
8791,507118,36
6516,416503,36
16453,752089,36
7504,462004,36
6426,416103,36
16417,752024,36
12600,626607,36
12588,626141,36
12589,626142,36
14547,688004,36
14535,686670,36
9833,532215,36
496,141801,36
498,142011,36
9685,524301,36
6655,422215,36
10050,534239,36
11686,603305,36
11738,604503,36
1385,180011,36
1382,180006,36
11856,606906,36
13436,641039,36
960,171209,36
12033,612302,36
13016,632312,36
17370,781333,36
8550,503188,36
8559,503219,36
609,143528,36
18094,798604,36
14786,691020,36
11951,609313,36
329,133101,36
4823,365535,36
921,160022,36
15042,700047,36
3070,262553,36
9357,521121,36
9386,521182,36
16055,737132,36
10332,563113,36
6208,414006,36
12644,627355,36
6200,413738,36
11849,606808,36
2286,226015,36
8643,505211,36
9748,530024,36
14334,683562,36
14336,683565,36
14871,695005,36
6279,415203,36
6268,415108,36
6313,415411,36
14366,685551,36
6625,422005,36
14929,695305,36
12737,628202,36
14019,679501,36
6690,423117,36
16588,754240,36
16580,754223,36
10608,573144,36
9668,524152,36
9705,524321,36
6976,440012,36
16789,757105,36
4616,360480,36
12167,614806,36
13509,642110,36
13506,642107,36
5009,382730,36
5037,383120,36
13523,642129,36
17412,782101,36
277,131022,36
14429,686102,36
10804,577102,36
16704,756128,36
12406,624204,36
11369,587114,36
11447,591211,36
17641,785632,36
13445,641049,36
5100,384246,36
3154,263656,36
10009,534102,36
2765,246444,36
17377,781341,36
13051,632531,36
16997,762030,36
5207,388160,36
13050,632521,36
14342,683576,36
17095,766027,36
1829,208026,36
9229,517586,36
2514,232325,36
15929,734423,36
10631,574105,36
9563,523115,36
15150,700155,36
13832,673655,36
12378,623534,36
15024,700029,36
12366,623522,36
13868,676510,36
15617,721643,36
13116,635806,36
5569,396360,36
18072,797005,36
18051,796431,36
6382,415703,36
642,144026,36
10708,574265,36
15316,712708,36
15303,712611,36
1672,202521,36
16942,761115,36
1907,209864,36
11874,607112,36
11917,609102,36
16699,756123,36
12755,628252,36
10439,571235,36
12801,628903,36
1587,201008,36
407,140116,36
6100,413255,36
18023,796007,36
12738,628203,36
860,151206,36
850,151104,36
10225,560059,36
14850,691571,36
1048,173220,36
10193,560025,36
9327,518593,36
13060,635103,36
5830,403505,36
16911,761019,36
10947,577549,36
12234,621116,36
12350,623407,36
6822,425507,36
15190,711308,36
14829,691531,36
14739,690522,36
14772,691004,36
10515,571807,36
10518,571812,36
10555,572141,36
11708,604153,36
11694,603313,36
19353,851219,36
6467,416221,36
3538,283142,36
3541,283152,36
3643,301713,36
6486,416311,36
9241,517642,36
18968,841242,36
10757,576112,36
5536,396055,36
5465,394335,36
13124,635814,36
13166,636118,36
13167,636119,36
7193,444510,37
10294,561228,37
17211,768217,37
2581,242123,37
1207,176045,37
5367,391450,37
5349,391210,37
17310,781030,37
17311,781031,37
9845,532290,37
3630,301416,37
5354,391250,37
9235,517592,37
18833,831016,37
17695,786012,37
5417,393120,37
6473,416234,37
14720,690503,37
17704,786150,37
17707,786153,37
9870,532445,37
15232,712139,37
14832,691534,37
14731,690514,37
14769,691001,37
12284,621710,37
12272,621651,37
15254,712247,37
15241,712201,37
13352,638660,37
4786,364275,37
13634,670581,37
4807,364730,37
13624,670502,37
4793,364330,37
12086,613504,37
1118,175008,37
1075,174030,37
5233,388340,37
2897,249137,37
10273,560109,37
8275,496242,37
1053,173229,37
6118,413402,37
9609,523264,37
9650,523373,37
9965,533343,37
6072,413207,37
10687,574228,37
9566,523135,37
6064,413132,37
16949,761122,37
1896,209749,37
12414,624219,37
11924,609109,37
10916,577518,37
17379,781344,37
9469,522234,37
16899,761007,37
18055,796571,37
2260,225404,37
6376,415639,37
10705,574253,37
15555,721438,37
5549,396150,37
5229,388320,37
9011,515414,37
12381,623538,37
15035,700040,37
12377,623533,37
12363,623519,37
13953,678633,37
8765,506347,37
9561,523113,37
15118,700123,37
12379,623536,37
7810,480109,37
12092,613704,37
15888,734011,37
7183,444405,37
9584,523190,37
10791,576234,37
13113,635803,37
17098,766031,37
1836,209125,37
9223,517569,37
12091,613703,37
5204,388130,37
3956,313015,37
3936,312602,37
6310,415408,37
6179,413708,37
12680,627713,37
10367,570004,37
12110,614205,37
1021,173024,37
5101,384255,37
12149,614706,37
6660,422304,37
7554,464661,37
12733,628105,37
17648,785662,37
9823,532148,37
582,143412,37
3929,312206,37
14374,685565,37
3887,311022,37
10790,576233,37
5738,401401,37
16737,757023,37
2054,221110,37
16769,757073,37
9774,531023,37
9807,531117,37
4984,382435,37
5060,383317,37
5073,383434,37
5036,383110,37
11938,609205,37
4620,360520,37
10084,534340,37
5019,382780,37
11463,591228,37
9995,533462,37
754,144632,37
723,144517,37
7242,445106,37
2852,248003,37
15355,713167,37
6702,423303,37
10620,573215,37
14035,679532,37
8685,505475,37
8691,505498,37
11925,609110,37
16232,743130,37
10407,571115,37
10657,574153,37
12515,625529,37
6658,422302,37
16678,756079,37
12562,626114,37
12551,626103,37
14271,682308,37
17653,785667,37
18163,799204,37
477,141126,37
16383,751012,37
8710,506004,37
12643,627354,37
6198,413736,37
2838,247669,37
10930,577532,37
10968,580006,37
10957,577566,37
18747,828129,37
12007,611101,37
15045,700050,37
12787,628716,37
12789,628720,37
12354,623503,37
3103,263134,37
13816,673616,37
13806,673596,37
5799,403001,37
4870,370445,37
4863,370410,37
4810,364760,37
10056,534250,37
11956,609404,37
16237,743144,37
4813,365410,37
15251,712235,37
2918,249202,37
12255,621219,37
6934,431711,37
14814,691508,37
14815,691509,37
982,172001,37
12023,612102,37
13017,632313,37
13049,632520,37
11730,604405,37
11846,606805,37
6656,422222,37
12482,625110,37
11440,591136,37
557,143113,37
10110,534467,37
12105,614103,37
7028,441214,37
513,142035,37
18172,799253,37
485,141411,37
12491,625221,37
16388,751017,37
8629,505129,37
11605,600102,37
11593,600090,37
16386,751015,37
2025,212660,37
16788,757104,37
17619,785110,37
3745,304022,37
16896,761004,37
1315,176601,37
16105,741247,37
2391,229210,37
16087,741162,37
16798,758017,37
12619,627106,37
9980,533432,37
9928,533249,37
10550,572136,37
14108,680501,37
14124,680517,37
14062,679585,37
4286,332304,37
14183,680651,37
4126,323023,37
6252,415012,37
6232,414501,37
5161,387120,37
17367,781328,37
12637,627152,37
14148,680567,37
14150,680569,37
12860,629601,37
15242,712202,37
17600,784529,37
5945,411024,37
7322,452013,37
13742,673106,37
17973,795006,37
9449,522007,37
16779,757086,37
17960,794107,37
17965,794112,37
16445,752078,37
14530,686664,37
16822,758045,37
